Yab,T,X
[55.85591982],[0],"[ 1.70794293 -0.08469741  1.43680356  0.53417943  1.26984452  0.57309187
  0.96841178  0.80004758  1.23136746  1.33537036]"
[-5.91140668],[1],"[-0.96906819  0.20603249 -0.26409673  1.64794612 -0.78858245 -1.1669492
 -0.46521748  0.17085113 -0.31074077  0.61213206]"
[32.81304687],[0],"[-0.31135549 -0.050637    0.66552925  2.0207289   1.01729328  0.83352749
  1.22636113  0.48640936  2.51821592  0.93932735]"
[12.34279298],[1],"[-0.59791989 -0.28280166  0.36808317 -0.08438385  0.04257084 -0.65112189
  0.02121386 -0.06758307  0.30563595  0.32496122]"
[23.84998898],[0],"[ 0.28636414 -0.98601856  1.71873677  1.14099587  0.86829162 -0.27803771
  0.06087777 -0.60321141  0.53242236  0.26078165]"
[-12.66485059],[1],"[-0.67847276 -1.07737252 -0.31275571  0.25974904 -0.90799492 -0.82156103
  0.60496373 -0.27681117 -0.38101814 -0.19143303]"
[35.61084993],[1],"[ 2.12068931  1.55043332  0.89236534  0.5775961   1.01060326  0.07689194
  1.33594392 -0.14116391  0.47099623  0.32851116]"
[-40.50758847],[1],"[-1.56802853 -0.549214   -0.83753172 -1.14194871 -1.11444763 -1.21162712
 -1.43668451 -1.23555058 -1.10066987 -0.75939193]"
[-50.74798411],[1],"[-0.06447248 -1.27670733 -1.18762279 -0.77364922 -1.37304286 -0.05544781
 -1.72820417 -0.6781738  -0.2268856  -1.26716527]"
[64.8124245],[0],"[1.11230695 0.90996355 1.98825512 2.16510735 1.4703515  1.39362738
 1.96997382 1.15869386 1.87237132 1.23674319]"
[-59.57384505],[0],"[-1.44396291 -2.04050585 -1.50083292 -1.52376942 -1.20526015 -0.63505483
 -1.73691584 -0.55219979 -1.7151452  -1.71834579]"
[-15.58737808],[0],"[-0.61199047 -1.40578896 -0.10056789 -1.08914551 -0.93128766  0.00691944
  0.69566439 -0.60257185 -0.48092609 -0.62502469]"
[23.43587807],[0],"[ 0.48949755  0.36586531  0.17487492  0.89564612  1.17591341 -0.05281657
  0.87402562  1.01296892  0.01382297  0.10009562]"
[-11.28541821],[0],"[-1.2674522   0.13114649  0.43921529 -0.77426436 -0.86548901 -1.79542886
  0.06312518 -0.60325724 -0.08896994 -0.0436949 ]"
[-16.08960089],[1],"[-1.4942558  -0.25317879  0.34349167 -2.41252844 -0.34585945 -0.44261515
 -0.78429047 -1.27411159 -0.44228804 -0.7087069 ]"
[-21.00745393],[0],"[-0.28703062  0.33616614 -1.23351403 -0.00536398 -0.25515044 -0.20402443
  0.53080188 -0.30094311  0.99284569 -0.38330455]"
[-2.36065095],[0],"[-1.01328238 -0.06149336 -0.69972175  0.38699076  1.04883663 -0.19541358
 -0.2135122  -0.57857814  0.25359477  0.14969124]"
[-16.40852337],[1],"[ 0.38748639  0.42157613 -0.31247418 -0.34368075 -1.03171871  0.53887075
  0.29012613 -0.76121194  0.54754264 -0.37966195]"
[18.58159171],[0],"[-0.17632304  0.81303973  0.18137331 -0.39779419  1.75112477 -0.3928736
 -0.11073752 -0.58989534 -0.63455033  0.04819484]"
[59.38212797],[1],"[-0.0673979   1.21580822  1.60931454  1.32710975  1.85033879  1.11563261
  0.84785907  0.66201523  0.58148188  1.0004669 ]"
[-33.29694267],[1],"[-0.52901268 -1.96942449 -0.68185695 -0.96718591 -0.67400119 -0.74077964
 -1.97643954 -0.34707583 -0.49925309 -0.81040576]"
[69.4579138],[0],"[1.79714136 1.75708188 2.62576171 2.95711209 1.32448644 1.05643514
 1.00277687 1.06876758 0.64173148 1.51345249]"
[21.10309376],[1],"[ 0.73830023  0.38574834  0.40552307  0.0780087   0.61171743 -0.07222045
  0.96982644 -0.50052735  0.52662095  0.25890217]"
[44.33663052],[1],"[ 0.42995597  1.48262807  1.6340691  -0.25866807  1.38335372 -0.43423646
  0.09655399  0.22143706  0.88306805  0.56921519]"
[27.6817227],[0],"[ 0.40454038 -0.28587009 -0.21699725  1.52152699  1.22921845  1.16613829
  1.21970112  0.72258019  1.16111853  0.65229937]"
[17.6559693],[0],"[ 0.36338701  0.82109822 -0.71792644  0.64955491  1.04410506  1.23127156
  1.03999546  0.56422195  1.41625735  0.53152638]"
[18.99330742],[0],"[ 0.45768636 -1.21161434 -0.87562401  0.24371792  1.84034299  1.07019107
  0.93579357  0.11264382  0.30113091  0.2024445 ]"
[50.86286202],[1],"[0.70522903 1.35817109 0.80651775 1.47566536 1.17294416 1.21044064
 1.06400199 1.25210647 1.15236338 1.1628484 ]"
[-54.8997766],[1],"[-0.34368522 -1.157162   -2.00182372  0.36893312 -1.41638501 -0.69485266
 -1.22179836 -0.62733455 -0.33250976 -0.82749806]"
[-15.2547696],[0],"[ 0.41428958  1.27458802 -0.77680723 -0.38391043 -0.8055275  -0.34734581
 -0.06408565  0.38134067  0.37636138 -0.09752814]"
[44.03760707],[0],"[ 1.25863573  1.20450879  0.99384129 -0.43389824  0.56147838 -0.0961037
  1.2433485   1.71412327  0.82492607  0.69389442]"
[-29.22907636],[1],"[-0.63960751 -1.67676695  0.26987897 -0.60317487 -1.80976888 -0.18437994
 -0.60989056 -1.25675758 -0.59544101 -0.5116863 ]"
[31.44661452],[0],"[ 1.28977278  1.19970878  1.06420039  1.04845912  0.71765924  0.92991562
 -0.11361994  1.18954927  0.11201382  0.46827594]"
[-49.50791208],[0],"[-1.26496303 -1.40009431 -1.13981984  0.76562619 -1.58073506  0.27386355
 -1.19147288 -0.34336734 -0.93931457 -1.02339279]"
[0.365628],[0],"[-0.7144931  -0.04336717  0.60574252  0.51831219 -0.50486865 -0.27998358
  0.62307815 -0.29451594  1.45855834  0.17453215]"
[58.04399736],[1],"[ 2.57274371  0.30394668  1.7272599  -0.06934998  1.4883691   0.70286348
  0.74736664  0.55947371 -0.17165023  0.68256066]"
[12.53119267],[1],"[ 0.27706536 -0.14242303  1.1413539   1.95937391  0.55025185  0.06114232
 -0.59793277 -0.67233091  0.14642604  0.29517039]"
[28.36117945],[0],"[-0.15465481 -0.1451311   0.30287914 -0.30896692  2.25892148  0.42610499
  0.11965648 -0.43279878  0.85098093  0.257908  ]"
[-63.62566927],[1],"[-1.25658274 -1.12085763 -1.44507989 -0.36358641 -1.36703465 -1.98417981
 -2.48276275 -1.46701607  0.10832077 -1.04253274]"
[-8.82476613],[0],"[-0.10881809 -0.44162191  0.43401428  0.22553731 -0.47157982  0.56700737
 -0.37871299 -0.11769679 -0.39020908 -0.39386078]"
[55.16053064],[1],"[1.24660289 1.23562978 1.43917839 1.50596386 0.59596056 1.11350974
 1.94622185 1.04622887 1.19697598 1.23938492]"
[-4.33811613],[1],"[ 0.17857655  0.4011389  -0.0649503  -0.64677769 -0.514527    0.6829896
  0.35578318 -0.99779463 -0.25437968 -0.19094551]"
[-1.78802502],[1],"[-0.94485785 -0.4752215   0.16841343  1.0932042  -0.47009348 -0.09144318
  0.19409587  0.38535577 -0.18967693 -0.1735006 ]"
[-35.22676192],[0],"[-1.32245367 -0.91428155 -0.98655954 -0.83382784 -0.61555518 -1.19570045
 -0.38744925 -0.6199681  -0.42319594 -0.90276063]"
[24.62669245],[1],"[-0.31988721  0.81703443  0.53130586 -0.20191741  0.85842399  0.21807167
 -0.29797219  0.44148831 -0.1120146   0.25593601]"
[21.53589442],[0],"[ 1.38996675 -0.2256368   0.8952684   0.35739533  0.73313385 -0.13913077
 -0.51282679  0.29899341  0.695871    0.36497057]"
[20.21608734],[1],"[-1.02597037  1.24104489  1.38421597 -0.1685678  -0.50242712 -0.31453326
  1.9909041  -0.40949176  0.14174967  0.19698299]"
[24.65981864],[1],"[ 0.22261988  1.2496313   0.50483587 -0.75173084  0.14555776 -0.03778115
  0.9814723   0.2912005  -0.17512962  0.32880926]"
[13.88483436],[1],"[ 0.40721231  2.17820672  0.06602498 -1.33070019  0.07814094  0.52030402
  0.08752484  0.05561012 -0.33198553  0.21472064]"
[12.83326657],[0],"[ 0.61439045  0.79568916  0.41415603 -0.31761668  0.10175275  0.5812442
  0.51755539 -0.67464917 -0.17929561  0.49138262]"
[-0.65076719],[0],"[ 1.43007642  0.66458476 -1.17766525 -1.20888134  1.02396025  0.53657986
 -0.33392466 -0.04729561  0.30472345 -0.23087946]"
[50.64186084],[1],"[0.42135437 3.01238214 0.74846192 1.9967422  0.14500912 0.5571795
 2.36013476 2.05581859 1.26101537 1.2242711 ]"
[-39.99317],[1],"[-0.49995046 -0.70092096 -0.41874175 -1.22465218 -1.17926465 -0.90492738
 -2.43718629 -0.80768114 -0.7826977  -0.80626592]"
[-9.65327429],[0],"[-0.68930525  0.70376827 -0.57632821  0.72985597  0.00528763 -0.25250169
  0.87985466 -0.66728436  0.66639454 -0.15898374]"
[-1.88495203],[0],"[ 1.33088669 -1.45521112 -0.96319129 -0.24641147  1.50932309 -0.63394593
 -0.53994767 -0.01096641 -0.53671737 -0.40792482]"
[-44.45158089],[0],"[-0.36528919  0.33121219 -0.95444875  0.56621851 -1.45405995 -0.5846408
 -0.64222877 -0.90511688 -0.6259373  -0.58991525]"
[53.13859688],[1],"[0.49446077 0.79543913 0.45914128 1.65116217 1.3618529  1.49478301
 1.28317502 1.98652076 1.67395313 1.09879715]"
[27.04665713],[0],"[ 0.66365038  0.07321426  0.98963366  0.12677714  0.45335743  0.24880856
  0.99235504  0.30006312 -0.07406299  0.33720406]"
[-60.79128091],[0],"[-1.39903279 -1.2736538  -1.36518381 -0.46200254 -0.88617827 -1.79960675
 -2.87773262 -1.58507867 -1.90478429 -0.8493714 ]"
[14.79820231],[0],"[ 0.8762339  -0.23413964  0.07465536  0.60933136  1.0671706  -0.35234486
  0.65580296  0.16858848  1.15106253  0.07842298]"
[13.04644662],[1],"[-0.250191    1.27138502 -0.48455386  1.36328342  1.29582368  0.19552785
  0.42697709  0.07909027 -0.05575858  0.18485236]"
[-17.3309865],[1],"[-2.46072164e-01  1.60382165e-04 -6.62521820e-01  1.01091641e+00
 -8.00237726e-01  8.03250175e-01 -3.71696002e-01 -5.26246596e-01
 -1.52534536e+00 -1.42464042e-01]"
[13.70549498],[0],"[ 1.00426111  0.32978212  0.29697391  0.57584842  0.14586908  0.20484652
  0.62471801  0.16619383 -0.05432746  0.21821381]"
[42.79034838],[1],"[ 0.4557547  -0.06427621  0.464234    0.79088511  1.96132175 -0.01469467
  0.60362504  0.9156231   0.62715116  0.51243876]"
[25.22807253],[1],"[ 1.34538982  0.8849161   0.99601345  0.76981554  0.64116106 -0.42346215
  0.77260689 -0.48951568  0.27957459  0.18945334]"
[11.72097122],[0],"[ 0.18444832  0.03147917  0.327656    0.37581757  0.75173013  0.32638641
  0.10621633 -0.2022719  -0.19636912  0.17972485]"
[-29.27410254],[1],"[-1.22449865 -0.34733032 -0.60231726  0.06393764 -2.03512902 -0.1430207
 -0.17207488 -0.37602037 -0.33714453 -0.1538443 ]"
[-19.01955927],[0],"[-0.30044847 -0.79862706 -0.71744539  0.45132783  0.10668715 -1.01844938
 -0.42676002 -0.14108096  0.33900105 -0.52561656]"
[62.31604331],[0],"[1.80470486 2.88282477 1.24750094 1.53707241 1.58589329 0.67830399
 1.30797857 1.55169176 1.48851404 1.25972921]"
[4.79036054],[0],"[ 0.94649955  0.35512463  0.47506419  1.25252877 -0.55750521  1.22006116
  0.37463811  0.05332127  1.4439366   0.3951944 ]"
[28.30794798],[1],"[-0.09797892  0.47140615 -0.12824866  0.75363012  1.40384761  0.19733851
  2.03160721 -0.20297459  0.57586394  0.30732046]"
[-16.48037201],[1],"[ 0.42663762  0.26967616 -1.14985335  0.20514827 -0.36559386  0.59826324
 -1.18768514  0.00942859  0.34879549 -0.04803223]"
[53.75576268],[1],"[ 2.0239605  -0.12653734  2.11979915  0.60034734  0.34843662  0.29923547
  0.84681611  1.01222133  0.97678256  1.01468759]"
[12.38771034],[0],"[ 1.24807248  1.54586706 -0.33200694 -0.17781105  0.24230433  0.60027417
  0.86673453  0.05086189  0.71833473  0.47352613]"
[52.16425905],[1],"[ 1.21235134  0.82287314  1.7972539   0.23340979  1.23081541  0.92421172
 -0.07949679  1.304814    0.7133686   0.7272292 ]"
[-8.1476378],[0],"[ 0.10697125 -1.10479992  0.10534273 -0.66988218 -0.95739356 -0.29100565
 -0.42474075  0.19226577 -0.72603618  0.01465607]"
[-8.38434144],[1],"[-1.65751007  0.28836946 -0.10201154 -0.2456544  -0.33606368  0.52365281
 -0.15468566 -0.38397883 -0.27767824 -0.29406262]"
[-34.58368807],[0],"[-0.41405963 -0.72596963 -0.82537621 -0.90339342 -0.92390542 -0.29222498
 -1.44763228 -0.42820101 -1.36040745 -0.71466498]"
[17.59161154],[1],"[ 0.21894093  0.78978755  1.02437417 -0.38876978  0.00800797  0.81221652
 -0.32867165  0.06745397  1.47656191  0.35744792]"
[-15.15867559],[1],"[-0.46790062  0.96064994 -0.9282186  -0.10574787 -0.23963666 -0.81042908
 -0.23106266 -0.31958317 -0.77550497 -0.18645618]"
[49.33136708],[1],"[1.39986926 1.56355799 0.60455406 1.26590502 1.07666335 1.71476065
 2.27607171 0.94285812 1.1608367  0.87157964]"
[-10.98699767],[1],"[-1.32739009 -1.30386252 -0.2364338   0.46881    -0.69735636 -0.05136097
 -0.13592058  0.01779399 -1.1074438  -0.17637417]"
[-45.02882945],[1],"[-0.2215122  -0.33116724 -1.01317377  0.54577424 -1.46195029 -1.23388162
 -1.36821126 -0.30243982 -1.45348594 -0.92771797]"
[-16.2943327],[1],"[-0.24429457  0.2088681  -0.3333947  -0.29325764 -0.98057529 -1.30019743
  0.04693275  0.0552611  -0.63469716 -0.4513826 ]"
[40.32872995],[0],"[0.32273746 1.40642207 1.52316968 2.25029102 0.55248403 0.56850764
 1.3459564  1.1958608  0.42244267 0.67235601]"
[-20.96219104],[0],"[-1.59314031 -0.9539127   0.33811636 -0.38199583  0.18570893 -0.10915033
 -1.829783   -1.28974873  0.00418619 -0.48649729]"
[-71.08987456],[0],"[-0.71166213 -1.25377319 -0.11782629 -1.70088279 -3.12323195 -0.61869489
 -2.58302928 -1.34064423 -1.1774733  -1.37379081]"
[-59.10636113],[1],"[-1.72046148 -0.26444103 -2.8432547  -1.86057478 -1.26807655 -1.80240205
 -0.73289321 -0.47481665 -0.96454788 -1.00590262]"
[29.4720206],[0],"[ 0.88325066  1.69987447  0.51098     0.02729779 -0.14563984  0.89704589
  2.0540053   0.4251605   0.57847981  0.7988057 ]"
[-2.86154937],[1],"[ 1.52590014 -0.664928   -0.55079048 -0.25597201 -0.3245882  -0.39867086
 -0.14747258  0.47589691 -0.34070872 -0.17563421]"
[86.7055948],[1],"[ 1.58985594  0.64549631  2.56981285 -0.64451169  2.10249943  1.86246388
  1.13665087  0.97733275  0.8987602   1.36274694]"
[22.20980842],[1],"[ 1.41190105 -0.65072853  0.09246774 -1.46302282  0.58757104  0.1812011
  2.22359279 -0.24662227 -0.1478965  -0.28306377]"
[-33.87068061],[1],"[-0.09836732 -0.32303638 -2.16549268 -0.56342909  0.05561981 -0.74704637
 -1.47253272 -0.26945092 -0.78448746 -0.41541878]"
[7.61290139],[0],"[ 0.53068175 -0.1361329  -0.40102629  0.60507753 -0.03123472  0.87808136
  0.95388394  0.71295684 -0.06792915  0.41976051]"
[-23.02380241],[0],"[-1.58066455  0.41141148 -0.96647504 -1.43114517 -1.33808407  0.87331224
 -0.37862958  0.27894243  1.75007048  0.01813673]"
[65.96892983],[0],"[2.63876212 1.68727688 1.29594193 0.21380501 1.91574543 2.04182039
 0.83229428 1.11955764 1.63277552 1.34469324]"
[37.24489568],[0],"[ 0.5453195  -0.1713361   0.08624612  0.89147472  2.31663112  0.84504397
 -0.33785447  1.40503916 -0.18704046  0.30083334]"
[13.48342354],[0],"[ 1.30148373  1.85450904 -0.09667677  0.97231446 -0.00470323 -0.19863031
  0.37849755  0.56777524  0.89097258  0.76736821]"
[2.46280747],[1],"[-0.18161725  0.05144422 -0.59040406 -0.60962532 -0.1219757   0.13031697
  0.24900951  0.56535875  0.82475299 -0.02706957]"
[29.88436011],[0],"[-1.36177483  0.968885    0.77026276  0.61492222  1.36936233  0.21093708
 -0.00774456  0.76545382 -0.73765793  0.33633029]"
[8.25986342],[0],"[ 1.10950155 -0.34930682  0.7263455  -0.0714076  -0.40609126  0.35597049
  0.47476692 -0.64222462  0.92453837  0.52278341]"
[-64.40672136],[0],"[-0.59039942 -0.93334105 -2.55558343 -0.92925427 -1.44433814 -1.68655607
 -0.88174901 -0.73509457 -0.79641835 -1.17523929]"
[57.64172967],[0],"[ 1.66589773  1.16122247  2.32301073  0.48612429  1.6757898   0.57205389
  0.74483799  0.50987755 -0.61395013  0.50557922]"
[-7.11754585],[1],"[-0.53788457 -0.46233136 -0.01594236 -0.29444686 -0.80936725  0.52794812
  0.00680643 -0.26642172  0.79317979  0.01485063]"
[-9.70759705],[0],"[ 0.55187298 -0.03076428  0.53028577 -0.16928795 -0.64758946 -0.3997728
  0.72986561 -0.24803179 -0.38783671 -0.81473309]"
[-34.85340267],[1],"[-0.46110241 -1.68253668  0.20802289 -0.86561827 -2.09755183 -0.77533657
 -0.57279258 -0.96976579  0.4640193  -0.73408645]"
[-35.09931704],[0],"[ 0.64167048 -1.4455703  -0.38499619  0.77514464 -1.49457246 -0.0545455
 -0.59568368 -0.4630696  -0.33460886 -0.68128453]"
[-15.52180433],[1],"[-1.13872618 -0.80335655 -0.82448548 -0.92415746  0.00950385 -0.49749026
 -0.54116006  0.22685301  0.20917617 -0.82897959]"
[-78.75350519],[1],"[-3.73265261 -1.01526582 -1.46230533 -1.85240732 -1.80065767 -2.47124844
 -2.78860233 -1.64982539 -2.03576818 -1.77854776]"
[34.27449781],[0],"[ 0.3256425   1.14301117  1.0876288   1.79783177 -0.22096275  0.67034152
  1.64425135  0.99542651  1.51073694  1.10857487]"
[-5.2640889],[1],"[ 0.638038   -0.62476351  0.33244677  0.19955722 -0.37376867 -0.40253807
 -0.89366372 -0.41834142  0.9191219   0.07034737]"
[4.61765533],[1],"[-0.34084285  0.52020675  0.44200499  1.07595734  0.87401849  0.01341531
 -0.70224899 -0.79949178  0.31041209 -0.10236986]"
[6.33465657],[1],"[-0.19352066 -0.32649279  0.38055217  1.03597491  0.8314086   0.32535217
 -0.36525379 -1.52978412  0.11401194  0.26533176]"
[32.49972945],[1],"[ 0.99542709  1.50570848  0.22608371  0.53907309  0.88267507  0.55291817
  0.18783202  0.76467572 -0.00904775  0.71575881]"
[40.64950876],[1],"[ 1.13328997  1.63274082 -0.18349375  1.47217937  1.17140652  0.77169387
  0.83821932  1.5183454   0.72705239  1.06417901]"
[-40.41765882],[1],"[ 0.02235504  0.41533016 -1.06988271 -2.16028276 -1.42476    -1.25176482
 -0.9969997  -0.72693533 -1.8799547  -1.08657693]"
[9.49036228],[1],"[ 0.38818982  0.1635398   0.04378903  0.51382722  0.51993327 -0.57089895
 -0.84773409 -0.18974877  0.35527791  0.49807353]"
[57.84211619],[0],"[ 0.6956058  -0.46953784  0.44353776  2.40919495  2.71286048  0.14006076
  1.95360592  1.15533573 -0.45056562  1.0444759 ]"
[57.41754669],[0],"[1.18339903 1.52206976 0.2427454  3.08874814 1.43775061 0.95597455
 2.57905246 1.43161854 1.52268177 1.74179562]"
[27.68582152],[1],"[ 0.82903716  1.1354379   0.50482315  1.79952077  1.05426444  1.59270906
 -0.4433237   0.24552085  1.05906936  0.74575429]"
[36.48721218],[1],"[0.6401248  1.31393447 0.51934293 1.21239745 0.54741156 1.28432822
 2.06920984 0.8221137  0.86732514 0.57816518]"
[-39.86000558],[0],"[-1.21580166 -2.14727132 -0.21898672 -1.7489519  -1.15229655 -0.7609078
 -1.26528488 -0.86570907 -0.98209901 -1.17598897]"
[-47.32530183],[1],"[-1.25465995 -0.28172983 -1.1248681  -1.0502     -1.10024888 -1.49158047
 -1.12836736 -1.49232388 -1.11024447 -0.97620211]"
[-3.78737596],[0],"[ 0.18597665 -0.2490595   0.0738801   0.30054997 -1.24328896 -0.25174712
  0.14663485  0.67783349  1.11547799  0.49271555]"
[-15.93910573],[1],"[-0.03178009  0.16196275 -0.73562011 -0.06111096 -0.3788134  -1.20243762
 -1.08340923 -0.0593794   0.18139551 -0.13548185]"
[-18.51519939],[0],"[ 1.02951719 -0.47645409 -0.37524531  0.65282253 -0.67332519  0.2117953
 -0.41647024 -0.16724304 -0.78894068 -0.4572678 ]"
[17.80589538],[0],"[ 2.38232231e+00 -4.58978342e-02  5.14423758e-01  1.35705423e+00
  4.48602019e-01  7.76707181e-01 -5.61204501e-01 -8.76974315e-04
  1.53000820e+00  8.41904059e-01]"
[-0.45693455],[0],"[-0.00936941  0.23167267 -0.18788826 -0.99658553 -0.11049661  0.07109803
  0.03802906  0.17171477  0.11706487 -0.05672065]"
[3.48914233],[0],"[-1.34814514 -0.52349585 -1.00885262 -1.1549619   1.29503614  0.32116021
  0.90118951 -0.76442784 -0.18393934 -0.04903156]"
[-33.67605498],[0],"[-1.17527118e-01 -1.18515707e+00 -4.21713726e-01 -1.80229257e+00
 -2.11516673e+00 -1.28670129e+00 -1.66697883e-03 -6.06378784e-01
 -3.14666455e-01 -3.67214667e-01]"
[-12.08940421],[0],"[-0.05779349 -0.25521508 -0.99419812 -2.28499492 -0.89314943  0.77288451
  0.83518588 -0.36896203  0.3455447  -0.01270814]"
[0.29991742],[0],"[ 0.3454142  -0.8119934  -0.09815392  1.48998834 -0.19910418 -0.61260842
  1.09739246  0.17569032  0.19948509  0.06150395]"
[-59.01416287],[1],"[-0.41418489 -1.54283248 -1.14746654 -1.58367871 -1.84655539 -1.50794772
 -1.47737212 -2.0301296  -0.07944117 -1.0374122 ]"
[12.49663176],[1],"[-1.78503655  0.64345081 -0.37184685  0.85387805  0.28382258 -0.05592072
  1.01335329  0.66802998  0.80523283  0.49571957]"
[-35.33095919],[0],"[-0.07901191 -1.02056562 -0.78036024 -1.00013131 -0.47160687 -0.93738015
 -0.92237458 -1.36042539 -1.35472125 -0.87375706]"
[55.12785645],[1],"[ 0.66472029  2.32313112  2.59142857  0.80217985 -0.6629598   0.11282872
  1.3113134   1.89844563  0.01056982  1.06130089]"
[-6.25259645],[1],"[-0.80527745 -0.44342233 -1.033198    0.13707977  0.68053162 -0.12017781
 -0.17677885 -0.17443089 -0.21936402 -0.26519702]"
[30.56092797],[0],"[ 0.29444303  1.56329813  1.00921253 -0.97408104 -0.25487854  1.54179371
  0.75851152  0.37975743  0.07992843  0.93974393]"
[-10.44359881],[0],"[ 0.93023157 -0.08790653  0.61712182 -0.25055989 -0.400074    0.50008451
 -0.94910158 -1.08057629 -0.43332812 -0.409952  ]"
[-54.13298537],[1],"[-1.57202535 -0.93445249 -1.40307269  1.21051163 -0.93454834 -0.93549349
 -1.40670786 -1.38344409 -1.07358319 -0.98165909]"
[70.76916941],[1],"[0.38990356 1.16735475 1.38734573 1.12907262 1.8646404  1.24642331
 1.33235156 1.66872486 1.75616153 1.42043939]"
[5.85026708],[0],"[ 0.37797662 -0.35617154  0.15124525  0.43084472  0.4124376   0.13747855
  0.57870804  0.18830644  0.11086243 -0.30997572]"
[25.39193398],[1],"[ 0.87493447 -0.30169956  0.10148287  0.9523956   1.50362754  0.06896347
  0.49114037 -0.3631949   0.12617004  0.42892784]"
[7.52747206],[1],"[-0.58912366 -0.18316733 -0.96875496  0.20803898  1.88053188 -0.34252084
 -0.96660513  0.01192187  0.63591012 -0.01590626]"
[27.314701],[0],"[ 0.32605952  0.38914096  1.07922069  0.99481665 -0.25075514  0.98871739
  1.20811363  0.93405934 -0.08151629  0.72967925]"
[-59.994273],[1],"[ 0.30422136 -0.77154709 -3.20241076 -1.15334783 -1.01750814 -0.95656596
 -1.23323407 -1.26934698 -0.86079132 -0.7629925 ]"
[25.43003591],[1],"[ 0.66553291  1.84825288  1.33267224 -0.34092194 -0.30034134 -0.53273778
  0.00376123  0.11803113  0.56043495  0.62760499]"
[1.76524024],[1],"[ 1.14370241  0.81192047 -0.97554004 -1.78208238 -0.48112613 -0.47825893
  0.31505221  0.49697926  1.16320477  0.32318646]"
[3.09224064],[1],"[ 1.0450943   0.99257809 -0.311673   -1.09591371  0.46166708 -0.19977059
 -0.19332986 -0.59739734  0.37277037 -0.0321283 ]"
[19.47372012],[1],"[ 0.51531526  0.67052782 -0.10786227 -0.8840186   0.85766688 -0.81203714
  0.2212874   0.20978564  0.96583352  0.27256931]"
[-40.44837715],[0],"[-0.16915033 -1.16534619 -1.28895518 -0.858638   -1.14515099 -0.71801715
 -0.98862571 -1.21538611 -0.86150631 -0.33113361]"
[38.4413189],[1],"[ 0.52123574  1.4120842   1.16338196 -0.38081357 -0.39882935  1.42453513
  0.57879367  1.39536805 -0.22956116  0.72151062]"
[-19.99841942],[0],"[-0.14244304 -1.2560563   0.01982587 -0.84320727 -0.36085975 -0.83530015
 -0.58123436 -0.91540325 -1.08379357 -0.64591554]"
[2.56824108],[1],"[ 0.64639337 -1.68284098  0.9084132  -1.58604739 -0.68018169 -0.08214306
 -0.02017685 -0.67432795 -0.46248279 -0.29200756]"
[14.45240867],[1],"[ 0.90748593  0.30268699  0.88930587 -1.4973856   0.49651764 -0.43867919
 -0.88293292 -0.49880069  0.87149552  0.07169442]"
[24.51581492],[0],"[ 0.41081019 -0.24236507  0.52096924  1.59670379  1.22380807  1.63484563
 -0.19900227  0.54689461 -0.17059485  0.4475454 ]"
[8.97625441],[1],"[ 0.47045283  0.19958806  0.08048533  0.2692308  -0.43882932  0.24475449
  1.01793844 -0.10361474  0.17004852  0.3227807 ]"
[26.06570832],[1],"[ 0.79499797  0.9283689   0.74592376 -0.00337265  0.39882885  0.43087895
  0.26228894 -0.16122304  1.04438408  0.73165045]"
[-84.26955739],[0],"[-1.83752046 -1.59726182 -1.68872647 -1.86711493 -2.71152121 -1.90016014
 -1.6109321  -1.51531187 -1.55143572 -1.60896997]"
[-2.25129073],[1],"[-0.42810868  0.03222141 -0.2366796   0.33691249  0.28667361 -0.11343531
 -0.54143011 -0.32476246  0.01453521 -0.20538077]"
[-34.31951977],[1],"[-1.13276683 -2.12743471 -0.46716047 -0.72533293 -1.16145584 -1.38719008
 -1.37149403 -0.74442947 -1.47816737 -0.61764387]"
[-21.95652958],[1],"[ 0.06855318 -1.10553749 -0.18972631 -0.81549539 -0.36050437 -0.90334386
 -0.55947558 -1.15521234  0.74035794 -0.70363814]"
[50.34243993],[1],"[ 1.77558762  1.11949255  0.41766787 -0.29448509  1.68062941  1.93002832
  0.17377251  0.57754413  1.62419797  1.22060621]"
[16.63939716],[1],"[-0.81291109  0.53102042  0.24623143  2.71728609  0.71130513  0.80519071
 -0.60294189  0.85597334 -0.28084994  0.45074142]"
[-55.68792857],[0],"[-0.94012868 -1.45797709 -1.54000423 -0.11622752 -0.60419064 -0.44245439
 -2.03714338 -1.23878779 -0.71593105 -1.15407926]"
[-19.97104044],[0],"[-2.05966671 -0.01440773 -0.71538036  0.9987529   0.6449159  -0.31878567
 -0.64790341 -0.77937641  0.03750022 -0.50720276]"
[41.04300494],[0],"[ 1.31300584  0.5039555   1.30410932  0.71490302  1.01828254 -0.31525733
  1.09897794  1.03756641  1.27398807  0.37793624]"
[5.2982247],[0],"[ 0.18193947 -0.5383809   0.08915983  0.00735181  1.07356325 -1.4812203
 -0.97106286  0.06815624 -1.30739971 -0.1998574 ]"
[12.81173381],[0],"[-0.55953629  0.57944524  1.00648213  1.7819161  -0.21204748  0.74033519
  0.6359943   0.10534614  1.12573456  0.37491205]"
[13.44582478],[0],"[ 1.30627963  0.03721223  0.5268637   0.0817173   0.35870811  0.41008485
 -0.95058339  0.29130017 -0.25153671  0.52218818]"
